id,name,display_name,formatted_address,short_formatted_address,postal_code,latitude,longitude,rating,user_rating_count,price_level,price_range_start,price_range_start_currency,price_range_end,price_range_end_currency,primary_type,takeout,delivery,dine_in,curbside_pickup,reservable,serves_breakfast,serves_lunch,serves_dinner,serves_beer,serves_wine,serves_brunch,serves_vegetarian_food,outdoor_seating,live_music,menu_for_children,serves_cocktails,serves_dessert,serves_coffee,good_for_children,allows_dogs,restroom,good_for_groups,good_for_watching_sports,accepts_debit_cards,accepts_cash_only,accepts_nfc,free_parking_lot,free_street_parking,valet_parking,wheelchair_accessible_parking,wheelchair_accessible_entrance,wheelchair_accessible_restroom,wheelchair_accessible_seating
ChIJYQWTyTVfwokRzZtviJxFeb8,places/ChIJYQWTyTVfwokRzZtviJxFeb8,Bel Aire Diner,"31-91 21st St, Astoria, NY 11106, USA","31-91 21st St, Astoria",11106,40.7652923,-73.93128010000001,4.2,3585,PRICE_LEVEL_MODERATE,10,USD,20,USD,Diner,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True
ChIJJVRw3ddYwokRe4_1dykD5Qk,places/ChIJJVRw3ddYwokRe4_1dykD5Qk,Burger King,"3310 21st St, Astoria, NY 11106, USA","3310 21st St, Astoria",11106,40.764618399999996,-73.9328203,3.4,587,PRICE_LEVEL_INEXPENSIVE,10,USD,20,USD,Fast Food Restaurant,True,True,True,,,True,True,True,False,False,,,False,,True,False,True,True,True,False,True,True,,True,False,True,True,,False,True,True,True,
ChIJcVPlWDRfwokR6BvLcM1Ipb4,places/ChIJcVPlWDRfwokR6BvLcM1Ipb4,Popeyes Louisiana Kitchen,"33-18 21st St, Long Island City, NY 11106, USA","33-18 21st St, Long Island City",11106,40.764514299999995,-73.932938,3.9,795,PRICE_LEVEL_INEXPENSIVE,10,USD,20,USD,Restaurant,True,True,True,False,False,,True,True,False,False,False,,True,False,True,False,True,False,True,False,True,,False,True,False,True,True,True,,True,True,,True
ChIJ1UBSXzRfwokRGZvemB9MReY,places/ChIJ1UBSXzRfwokRGZvemB9MReY,Dunkin',"3326 21st St, Long Island City, NY 11106, USA","3326 21st St, Long Island City",11106,40.7644063,-73.9330292,3.9,313,PRICE_LEVEL_INEXPENSIVE,1,USD,10,USD,Coffee Shop,True,True,True,True,False,True,True,True,False,False,True,True,False,False,False,False,True,True,True,,False,,False,True,False,True,True,,,,True,,
ChIJ-9ZvKAlfwokRtJmj5MYzz5w,places/ChIJ-9ZvKAlfwokRtJmj5MYzz5w,Spring Food Spot,"14-21 Broadway, Astoria, NY 11106, USA","14-21 Broadway, Astoria",11106,40.766051100000006,-73.93273119999999,4.6,78,PRICE_LEVEL_INEXPENSIVE,,,,,Restaurant,True,True,True,,False,True,True,True,False,False,,True,False,False,True,False,,True,True,,,,False,True,False,True,,,False,False,,,
ChIJEYLkeQBfwokRYZlXQGaR1Gk,places/ChIJEYLkeQBfwokRYZlXQGaR1Gk,Iw skx,"33rd Ave, Astoria, NY 11106, USA","33rd Ave, Astoria",11106,40.764648199999996,-73.9322597,,,,,,,,American Restaurant,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJh5JzbfZYwokRzeF2GgGYd2Y,places/ChIJh5JzbfZYwokRzeF2GgGYd2Y,Nougatine by Jean-Georges,"1 Central Park W, New York, NY 10023, USA","1 Central Park W, New York",10023,40.7690255,-73.98162549999999,4.3,660,PRICE_LEVEL_VERY_EXPENSIVE,100,USD,,,French Restaurant,True,True,True,True,True,True,True,True,True,True,True,,True,False,True,True,True,True,False,False,True,True,False,,False,,,,,,True,True,True
ChIJ4_jpu9VZwokR29jlqfhpNxo,places/ChIJ4_jpu9VZwokR29jlqfhpNxo,Le Pain Quotidien,"1800 Broadway, Columbus Cir, New York, NY 10019, USA","1800 Broadway, Columbus Cir, New York",10019,40.767334,-73.98141509999999,3.8,491,PRICE_LEVEL_MODERATE,10,USD,20,USD,Restaurant,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,False,True,True,True,,True,True,False,True,False,True,,,False,False,True,True,True
ChIJecrgaWNZwokRAx8LGJsAGV8,places/ChIJecrgaWNZwokRAx8LGJsAGV8,Starbucks,"240 Central Park S, New York, NY 10019, USA","240 Central Park S, New York",10019,40.7670726,-73.9810516,3.8,330,PRICE_LEVEL_MODERATE,1,USD,10,USD,Coffee Shop,True,True,True,,False,True,True,False,False,False,,False,False,False,False,False,True,True,,,True,,False,True,False,True,,,False,False,True,True,True
ChIJh5JzbfZYwokRR7KqJOksL7Y,places/ChIJh5JzbfZYwokRR7KqJOksL7Y,Jean-Georges,"1 Central Park W, New York, NY 10023, USA","1 Central Park W, New York",10023,40.7690576,-73.9815796,4.5,1332,PRICE_LEVEL_VERY_EXPENSIVE,100,USD,,,French Restaurant,True,True,True,,True,True,True,True,True,True,True,,True,False,False,True,True,True,False,False,True,True,False,True,False,True,,,,,True,True,True
ChIJB05L5jZZwokRueYCwR8ZPck,places/ChIJB05L5jZZwokRueYCwR8ZPck,Farinella,"1796 Broadway, New York, NY 10019, USA","1796 Broadway, New York",10019,40.767235899999996,-73.981421,4.5,586,PRICE_LEVEL_INEXPENSIVE,10,USD,20,USD,Pizza Restaurant,True,True,True,True,False,True,True,True,True,True,,,True,False,,,True,True,True,True,True,True,False,True,False,True,,,False,False,True,True,True
ChIJ45OijtdZwokROVZTtFpNMm4,places/ChIJ45OijtdZwokROVZTtFpNMm4,JG CPS,"220 Central Park S, New York, NY 10019, USA","220 Central Park South, 220 Central Park S, New York",10019,40.7671443,-73.9802548,1,1,,,,,,Restaurant,,,True,,,,True,True,True,True,,,,,,True,,True,,,True,,,,False,,,,,,True,,
ChIJqy119S1ZwokREdgBteMWB3g,places/ChIJqy119S1ZwokREdgBteMWB3g,Cristino,"59 Columbus Cir, New York, NY 10023, USA","2 Columbus Circle, 59 Columbus Cir, New York",10023,40.7674784,-73.9818706,,,,,,,,Restaurant,True,,True,,,,,True,True,True,,,,,,True,True,,,,True,,,,,,,,,,,,
ChIJ2QZOdTpawokRU_eN_EPJaX8,places/ChIJ2QZOdTpawokRU_eN_EPJaX8,The River Café,"1 Water St, Brooklyn, NY 11201, USA","1 Water St, Brooklyn",11201,40.703834199999996,-73.9947936,4.4,2262,PRICE_LEVEL_VERY_EXPENSIVE,100,USD,,,American Restaurant,,False,True,False,True,,,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True,False,True,False,True,False,,True,True,True,True,True
ChIJv1e4pTBawokRBEaJGGqb1YQ,places/ChIJv1e4pTBawokRBEaJGGqb1YQ,Luke's Lobster Brooklyn Bridge Park,"11 Water St, Brooklyn, NY 11201, USA","11 Water St, Brooklyn",11201,40.703479699999995,-73.9941407,4.3,1174,PRICE_LEVEL_MODERATE,20,USD,30,USD,Seafood Restaurant,True,True,True,True,False,False,True,True,True,True,,True,True,False,True,,,,True,,True,True,False,True,False,True,,,,,True,,
ChIJH1Jk24RZwokRoCe9D9D6up0,places/ChIJH1Jk24RZwokRoCe9D9D6up0,Panera Bread,"525 E 68th St, New York, NY 10065, USA","525 E 68th St, New York",10065,40.7644168,-73.95419179999999,2.3,23,PRICE_LEVEL_MODERATE,10,USD,20,USD,Cafe,True,,True,False,False,True,True,True,False,False,True,True,,False,True,False,True,True,True,False,True,True,False,True,False,True,,,False,,True,,True
ChIJ7xMLfP5ZwokRKmE6LxiNWiw,places/ChIJ7xMLfP5ZwokRKmE6LxiNWiw,NAYA,"1314 York Ave, New York, NY 10021, USA","1314 York Ave, New York",10021,40.765515,-73.9543635,4,31,PRICE_LEVEL_INEXPENSIVE,10,USD,20,USD,Middle Eastern Restaurant,True,True,True,,,,True,True,,,,True,,False,,,True,,True,,,,False,,,,,,,False,,,
ChIJodmrCABZwokRMlfO0f1-40c,places/ChIJodmrCABZwokRMlfO0f1-40c,Khan Express Halal Food,"511 E 67th St, New York, NY 10065, USA","511 E 67th St, New York",10065,40.7638604,-73.9561682,4.9,24,PRICE_LEVEL_INEXPENSIVE,1,USD,10,USD,Restaurant,True,,True,,,,True,True,,,,,,False,,,,,True,,,,False,,,,,,,,,,
ChIJNbPxnI1ZwokRnDmN-pkRg1I,places/ChIJNbPxnI1ZwokRnDmN-pkRg1I,The Twins Halal Food,"York Avenue &, E 67th St, New York, NY 10065, USA","York Avenue &, E 67th St, New York",10065,40.763616999999996,-73.956211,4.6,22,,1,USD,10,USD,Restaurant,True,True,True,,,True,True,True,,,,,False,False,,,,,True,,,,False,,,,,,,,,,
ChIJe2Mch35ZwokR0re-6Q_gzso,places/ChIJe2Mch35ZwokR0re-6Q_gzso,Big Boss Halal Food,"1285 York Ave, New York, NY 10065, USA","1285 York Ave, New York",10065,40.7648224,-73.9554584,4.6,39,,1,USD,10,USD,Fast Food Restaurant,True,,True,,,,True,True,False,False,,,,,,,,,True,,,,,,,,,True,,,,,
ChIJ7-PD2HtZwokRYQ4S1cZ-MDo,places/ChIJ7-PD2HtZwokRYQ4S1cZ-MDo,Jerk pan food truck 2,"E 70th St york, New York, NY 10065, USA","E 70th St york, New York",10065,40.765553000000004,-73.9546977,4.1,8,,10,USD,20,USD,Restaurant,,True,True,,,,True,True,,,,,,False,,,,,True,,,,,,,,,,,False,,,
ChIJh4TMNkhZwokROOInAlYi-6g,places/ChIJh4TMNkhZwokROOInAlYi-6g,Talung Thai Kitchen Food Truck,"1300 York Ave, New York, NY 10065, USA","1300 York Ave, New York",10065,40.7648929,-73.9549416,4.5,10,,10,USD,20,USD,Restaurant,True,,True,True,,,True,True,,,,,,False,,,,,,,,,,,,,,,,,,,
ChIJ_V0YNQRZwokRkZYi8AP-xnM,places/ChIJ_V0YNQRZwokRkZYi8AP-xnM,The Original Caribbean King,"E 69th St, New York, NY 10065, USA","E 69th St, New York",10065,40.7647437,-73.9552951,4,48,,10,USD,20,USD,Restaurant,True,False,True,True,,,True,True,,,,,,,,,,,True,,,,,,,,,,,,,,
ChIJj8OkgpFZwokRwygZrcQ5dHg,places/ChIJj8OkgpFZwokRwygZrcQ5dHg,Comida buena,"503 E 70th St, New York, NY 10021, USA","503 E 70th St, New York",10021,40.7655029,-73.95426429999999,,,,,,,,Restaurant,True,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJ-wTUVXNZwokRZL9-qs4XWeo,places/ChIJ-wTUVXNZwokRZL9-qs4XWeo,Smoketown BBQ,"525 E 68th St #214, New York, NY 10065, USA","525 E 68th St #214, New York",10065,40.7645213,-73.9551547,3,1,,,,,,Restaurant,True,,True,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJwZdPDABZwokR5dyIwkkN9XI,places/ChIJwZdPDABZwokR5dyIwkkN9XI,Le dépôt,"1283 York Ave, New York, NY 10065, USA","1283 York Ave, New York",10065,40.7645577,-73.9556842,,,,,,,,Restaurant,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJgfh_SB1ZwokRu7DCl_zvgvU,places/ChIJgfh_SB1ZwokRu7DCl_zvgvU,Farmer's Fridge,"Level Located on the basement level in the Garden Cafeteria near the vending machines, 525 E 68th St Basement, New York, NY 10065, USA","Level Located on the basement level in the Garden Cafeteria near the vending machines, 525 E 68th St Basement, New York",10065,40.7643,-73.95537,,,,,,,,Restaurant,True,,True,,,True,True,True,,,,,,False,,,True,,,,,,,,False,,,,,,,,
ChIJ9-ey3ehYwokRWPZl-y_GRBk,places/ChIJ9-ey3ehYwokRWPZl-y_GRBk,Tony's Di Napoli,"1081 3rd Ave, New York, NY 10065, USA","1081 3rd Ave, New York",10065,40.7643584,-73.96424499999999,4.6,2836,PRICE_LEVEL_MODERATE,,,,,Italian Restaurant,True,True,True,,True,False,True,True,True,True,True,True,,False,True,True,True,True,True,False,True,True,False,,False,True,,,,False,True,True,True
ChIJz1Tn8OhYwokR3vYhdkNqVFc,places/ChIJz1Tn8OhYwokR3vYhdkNqVFc,Jackson Hole,"232 E 64th St A, New York, NY 10021, USA","232 E 64th St A, New York",10021,40.7638014,-73.9629149,4.5,1879,PRICE_LEVEL_MODERATE,20,USD,30,USD,Hamburger Restaurant,True,True,True,,True,True,True,True,True,True,True,,False,False,True,True,True,True,True,False,True,True,False,True,False,True,,,False,False,False,,True
ChIJ29g9TOhYwokR73g0vKmJXj8,places/ChIJ29g9TOhYwokR73g0vKmJXj8,Silver Star Restaurant,"1238 2nd Ave, New York, NY 10065, USA","1238 2nd Ave, New York",10065,40.7641033,-73.9614819,4,506,PRICE_LEVEL_MODERATE,20,USD,30,USD,Diner,True,True,True,True,False,True,True,True,True,True,True,,False,False,True,True,True,True,True,False,True,True,False,True,False,True,,,False,,True,True,True
ChIJXUg_2-hYwokRXjzOXa5E72s,places/ChIJXUg_2-hYwokRXjzOXa5E72s,Starbucks,"1077 3rd Ave, New York, NY 10065, USA","1077 3rd Ave, New York",10065,40.7641774,-73.96438239999999,4.1,419,PRICE_LEVEL_MODERATE,1,USD,10,USD,Coffee Shop,True,True,True,,False,True,True,False,False,False,False,True,False,False,False,False,True,True,True,,True,,False,True,False,True,,,False,,True,True,True
ChIJp72RT-hYwokRfKi2m0hLl-o,places/ChIJp72RT-hYwokRfKi2m0hLl-o,Primola,"1226 2nd Ave, New York, NY 10065, USA","1226 2nd Ave, New York",10065,40.7638761,-73.9616894,4.4,254,PRICE_LEVEL_EXPENSIVE,50,USD,100,USD,Italian Restaurant,True,,True,,True,,True,True,True,True,,,,False,False,True,True,True,False,False,True,True,False,True,False,True,,,,,True,True,True
ChIJQYABDAVZwokRTFzpfRHfOGQ,places/ChIJQYABDAVZwokRTFzpfRHfOGQ,Two Boots Pizza Upper East Side,"1243 2nd Ave, New York, NY 10065, USA","1243 2nd Ave, New York",10065,40.7646328,-73.96178809999999,4.3,139,PRICE_LEVEL_MODERATE,1,USD,10,USD,Pizza Restaurant,True,True,True,True,True,,True,True,True,True,,True,True,False,True,,,False,True,,True,,,True,False,True,,,False,False,True,True,True
ChIJo0iBPlVZwokRL56HJUH1S3Q,places/ChIJo0iBPlVZwokRL56HJUH1S3Q,Jet's Pizza,"1165 2nd Ave, New York, NY 10065, USA","1165 2nd Ave, New York",10065,40.762191,-73.9635187,3.5,133,PRICE_LEVEL_INEXPENSIVE,,,,,Pizza Restaurant,True,True,True,,False,False,True,True,False,False,,True,False,False,False,False,True,False,True,,,,False,True,False,True,,,False,False,True,,
ChIJAWShV0BZwokRFjp3Z9DyAiU,places/ChIJAWShV0BZwokRFjp3Z9DyAiU,Osaka Sushi NYC,"1165 2nd Ave, New York, NY 10065, USA","1165 2nd Ave, New York",10065,40.762191,-73.9635187,5,114,PRICE_LEVEL_MODERATE,20,USD,30,USD,Restaurant,True,True,True,True,,,True,True,,,,True,,False,,,,,True,,,,False,True,False,,,,,False,True,,
ChIJkyfmByZZwokRvElg0ZOJfDY,places/ChIJkyfmByZZwokRvElg0ZOJfDY,Billie's Hot Chicken,"1167 2nd Ave, New York, NY 10065, USA","1167 2nd Ave, New York",10065,40.7623083,-73.9635885,4.8,60,,10,USD,20,USD,Restaurant,True,True,True,False,,,True,True,,,,False,False,False,,,,,True,,,,,,False,,,,False,False,True,,
ChIJNZlRm5xZwokRyFLVWuDsrPg,places/ChIJNZlRm5xZwokRyFLVWuDsrPg,Sweet Fish Sushi & Ramen,"1161 2nd Ave, New York, NY 10065, USA","1161 2nd Ave, New York",10065,40.762102,-73.963585,3.6,8,PRICE_LEVEL_MODERATE,,,,,Japanese Restaurant,True,True,True,,,,True,True,,,,,,False,False,,True,,True,,True,,False,,False,,,,,False,True,True,
ChIJVcRyUuhYwokRhaEgkj1Beos,places/ChIJVcRyUuhYwokRhaEgkj1Beos,Country Food,"2nd Ave, New York, NY 10160, USA","2nd Ave, New York",10160,40.764196399999996,-73.9617361,,,,,,,,Restaurant,True,,True,,,,True,True,,,,,,,,,,,,,True,,,,,,,,,,True,True,
ChIJVcRyUuhYwokRZr7x4zSzP0k,places/ChIJVcRyUuhYwokRZr7x4zSzP0k,Dhakre Food,"2nd Ave, New York, NY 10160, USA","2nd Ave, New York",10160,40.764196399999996,-73.9617361,,,,,,,,Restaurant,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJF9TeLgBZwokRmCdqWqqXszI,places/ChIJF9TeLgBZwokRmCdqWqqXszI,The gif,"2nd Ave, New York, NY 10065, USA","2nd Ave, New York",10065,40.7641925,-73.96173759999999,,,,,,,,Bar,,,True,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
ChIJr2ks-IRZwokRnY4HHy3Umwo,places/ChIJr2ks-IRZwokRnY4HHy3Umwo,Farmer's Fridge,"Located in main entrance near cafe, 210 E 64th St, New York, NY 10065, USA","Located in main entrance near cafe, 210 E 64th St, New York",10065,40.764109999999995,-73.96338,,,,,,,,Restaurant,True,,True,,,True,True,True,,,,,,False,,,True,,,,,,,,False,,,,,,True,,
ChIJe_ofUuhYwokR8pHBrfrzxdw,places/ChIJe_ofUuhYwokR8pHBrfrzxdw,Milan Darpan,"Bougainvillea, 2nd Ave, New York, NY 10160, USA","Bougainvillea, 2nd Ave, New York",10160,40.7641258,-73.96178789999999,,,,,,,,Italian Restaurant,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJ390ERwBZwokR-FEzechne84,places/ChIJ390ERwBZwokR-FEzechne84,Farnese stkes,"2nd Ave, New York, NY 10065, USA","2nd Ave, New York",10065,40.7641925,-73.96173759999999,,,,,,,,Bar,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
ChIJIcKAMDJawokRo6amxIlsQlU,places/ChIJIcKAMDJawokRo6amxIlsQlU,Celestine,"1 John St, Brooklyn, NY 11201, USA","John Street Park, 1 John St, Brooklyn",11201,40.7046617,-73.98796949999999,4.3,1162,PRICE_LEVEL_EXPENSIVE,50,USD,100,USD,Mediterranean Restaurant,True,,True,,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,,True,True,False,True,False,True,,True,,False,True,,True
ChIJT8edfwBbwokRTEMjS7mKyno,places/ChIJT8edfwBbwokRTEMjS7mKyno,fontainhas + (/du.kaan/),"28 Jay St, Brooklyn, NY 11201, USA","28 Jay St, Brooklyn",11201,40.7038367,-73.98673149999999,4.8,132,,10,USD,20,USD,Cafe,True,True,True,,,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,,False,True,False,,,,,,True,True,True
ChIJey4fkuFbwokRicxRBZV-FSY,places/ChIJey4fkuFbwokRicxRBZV-FSY,RICE & MISO -Dumbo-,"139 Plymouth St, Brooklyn, NY 11201, USA","139 Plymouth St, Brooklyn",11201,40.7039222,-73.9879182,5,1,,,,,,Takeout Restaurant,True,,,,,,True,,,,,,,False,,,,,True,,,,,,,,,,,,,,
ChIJOZeTxlxZwokRywj6_VMYRD0,places/ChIJOZeTxlxZwokRywj6_VMYRD0,LANNINGSMITH,"25 Jay St, Brooklyn, NY 11201, USA","25 Jay St, Brooklyn",11201,40.704110299999996,-73.9865665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJm83KT9lbwokRaS2L0ps-mTY,places/ChIJm83KT9lbwokRaS2L0ps-mTY,Gubkaothai,"52 Jay St, Brooklyn, NY 11201, USA","52 Jay St, Brooklyn",11201,40.7033548,-73.9868891,,,,,,,,Restaurant,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJP8XRMxD2wokRcp8sQG8bvNo,places/ChIJP8XRMxD2wokRcp8sQG8bvNo,Popeyes Louisiana Kitchen,"53 W 116th St, New York, NY 10026, USA","53 W 116th St, New York",10026,40.8018712,-73.948645,3.7,678,PRICE_LEVEL_INEXPENSIVE,10,USD,20,USD,Restaurant,True,True,True,False,False,False,True,True,False,False,False,,True,False,True,False,True,False,True,False,True,True,False,True,False,True,True,,False,False,True,True,True
ChIJA5h97C_0wokRNnx7G6Umr1w,places/ChIJA5h97C_0wokRNnx7G6Umr1w,Dunkin',"53 W 116th St, New York, NY 10026, USA","53 W 116th St, New York",10026,40.8018508,-73.9486345,3.8,224,PRICE_LEVEL_INEXPENSIVE,1,USD,10,USD,Coffee Shop,True,True,True,True,False,True,True,True,False,False,True,True,False,False,False,False,True,True,True,,False,,False,True,False,True,,,,,True,,
ChIJ-1mcMkT3wokRZs_GdEM-uHg,places/ChIJ-1mcMkT3wokRZs_GdEM-uHg,Empire Corner II,"1415 5th Ave, New York, NY 10029, USA","1415 5th Ave, New York",10029,40.8004397,-73.9463378,3.3,55,,10,USD,20,USD,Chinese Restaurant,True,True,True,True,False,,True,True,False,False,,,False,False,False,False,,True,True,False,False,,False,True,False,True,,,,False,,,False
ChIJUbCt9vFbwokR1JSz1nL7-MY,places/ChIJUbCt9vFbwokR1JSz1nL7-MY,China City,"903 Myrtle Ave, Brooklyn, NY 11206, USA","903 Myrtle Ave, Brooklyn",11206,40.695796699999995,-73.9466468,3.5,170,PRICE_LEVEL_INEXPENSIVE,10,USD,20,USD,Chinese Restaurant,True,True,True,,False,False,True,True,False,False,False,True,False,False,False,False,False,False,,False,False,,False,True,False,,,True,,False,,,False
ChIJ9YH38_FbwokRyCjlPp73O-4,places/ChIJ9YH38_FbwokRyCjlPp73O-4,Bedstuy Mike's Pizza,"905 Myrtle Ave, Brooklyn, NY 11206, USA","905 Myrtle Ave, Brooklyn",11206,40.6958731,-73.9465757,4.3,327,PRICE_LEVEL_INEXPENSIVE,1,USD,10,USD,Pizza Restaurant,True,True,True,,False,False,True,True,False,False,False,True,False,False,,False,False,False,True,False,False,True,False,True,False,,,,False,False,True,False,True
ChIJzRA7agBZwokRbSxOyEGFG5U,places/ChIJzRA7agBZwokRbSxOyEGFG5U,Din Tai Fung,"1633 Broadway, New York, NY 10019, USA","1633 Broadway, New York",10019,40.7620325,-73.9839717,4.3,593,PRICE_LEVEL_MODERATE,50,USD,100,USD,Chinese Restaurant,False,False,True,False,True,,True,True,True,True,,True,False,False,False,True,True,,True,,True,True,False,,False,,,,,,True,,True
ChIJFQ55zVdYwokRUyAEIvUGfHw,places/ChIJFQ55zVdYwokRUyAEIvUGfHw,Gallaghers Steakhouse,"228 W 52nd St, New York, NY 10019, USA","228 W 52nd St, New York",10019,40.7628486,-73.9838549,4.6,7775,PRICE_LEVEL_VERY_EXPENSIVE,100,USD,,,Steak House,True,True,True,,True,True,True,True,True,True,,,False,False,False,True,True,True,False,False,True,True,False,True,False,True,False,,,False,True,True,True
ChIJD5EbjMpZwokRZrPRJuwodns,places/ChIJD5EbjMpZwokRZrPRJuwodns,Haswell Green's,"240 W 52nd St, New York, NY 10019, USA","240 W 52nd St, New York",10019,40.762969,-73.98422,4.6,1679,PRICE_LEVEL_MODERATE,30,USD,50,USD,Bar,True,True,True,True,True,,,,True,True,,,True,True,,True,,,False,,True,True,True,True,False,False,,,False,False,True,True,
ChIJhT6eMlZYwokRUlEXJqZqJjY,places/ChIJhT6eMlZYwokRUlEXJqZqJjY,McDonald's,"1651 Broadway (51st & Broadway, New York, NY 10019, USA","1651 Broadway (51st & Broadway, New York",10019,40.762243999999995,-73.983757,3.8,4495,PRICE_LEVEL_INEXPENSIVE,10,USD,20,USD,Fast Food Restaurant,True,True,True,,,True,True,True,False,False,,,,,True,,True,True,,False,,True,,True,False,True,True,,False,,True,True,True
ChIJR32J4VdYwokR5SGYbdohMnU,places/ChIJR32J4VdYwokR5SGYbdohMnU,The Three Monkeys,"832 8th Ave, New York, NY 10019, USA","832 8th Ave, New York",10019,40.7623663,-73.9857634,4.3,1780,PRICE_LEVEL_MODERATE,,,,,Bar,True,True,True,True,True,,True,True,True,True,,True,True,False,False,True,True,True,False,False,True,,True,True,False,True,,,False,False,True,True,
ChIJr-ldS1ZYwokR1UaVyDZ15I8,places/ChIJr-ldS1ZYwokR1UaVyDZ15I8,Saar Indian Cuisine & Bar,"241 W 51st St, New York, NY 10019, USA","241 W 51st St, New York",10019,40.7626911,-73.9848128,4.4,1258,PRICE_LEVEL_MODERATE,30,USD,50,USD,Indian Restaurant,True,True,True,False,True,,True,True,True,True,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,,False,,True,True,True
ChIJv6RszFdYwokR-moeAHqLAhM,places/ChIJv6RszFdYwokR-moeAHqLAhM,Victor's Cafe Cuban Restaurant,"236 W 52nd St, New York, NY 10019, USA","236 W 52nd St, New York",10019,40.7628851,-73.9841351,4.4,2375,PRICE_LEVEL_MODERATE,50,USD,100,USD,Restaurant,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,,,False,,True,,True
ChIJsQ4NaLBZwokRhZu2rVnbykw,places/ChIJsQ4NaLBZwokRhZu2rVnbykw,Black Iron Burger Theater District | Hamburger restaurant Bar,"250 W 54th St, New York, NY 10019, USA","250 W 54th St, New York",10019,40.7643808,-73.9835414,4.7,1276,PRICE_LEVEL_MODERATE,20,USD,30,USD,Hamburger Restaurant,True,True,True,,True,,True,True,True,True,True,True,True,False,,True,True,,True,,True,True,True,True,False,True,,True,False,False,True,True,True
ChIJzdWgzH2T5ogRGaQRK1f1AZw,places/ChIJzdWgzH2T5ogRGaQRK1f1AZw,54 Below,"254 W 54th St, New York, NY 10019, USA","254 W 54th St, New York",10019,40.764451,-73.983671,4.5,178,PRICE_LEVEL_EXPENSIVE,,,,,Night Club,False,False,True,False,True,,,True,True,True,,,False,True,False,True,True,True,False,,True,True,,True,False,True,,,,,True,True,
ChIJtzidZrxZwokRckWgk_6CFyc,places/ChIJtzidZrxZwokRckWgk_6CFyc,Taco Bell Cantina,"840 8th Ave, New York, NY 10019, USA","840 8th Ave, New York",10019,40.762756499999995,-73.9855066,4.1,1684,PRICE_LEVEL_INEXPENSIVE,10,USD,20,USD,Fast Food Restaurant,True,True,True,,,True,True,True,True,False,,True,False,,True,,True,True,True,False,True,True,,True,False,True,,,False,False,True,True,
ChIJCTvSdPhYwokR5PDoOE7VuCc,places/ChIJCTvSdPhYwokR5PDoOE7VuCc,Angelo's Pizza,"1697 Broadway, New York, NY 10019, USA","Ed Sullivan Theater, 1697 Broadway, New York",10019,40.7638118,-73.98294469999999,4.2,2285,PRICE_LEVEL_MODERATE,20,USD,30,USD,Pizza Restaurant,True,True,True,,True,,True,True,True,True,True,True,False,False,,True,True,True,True,,True,True,False,True,False,True,,,False,False,True,,True
ChIJIWrceJRZwokRBxXqAQLY9sA,places/ChIJIWrceJRZwokRBxXqAQLY9sA,RPM Underground,"246 W 54th St, New York, NY 10019, USA","246 W 54th St, New York",10019,40.7642792,-73.9834528,4.6,503,,,,,,Bar,False,False,True,False,True,,,,True,True,,,,True,,True,,,False,False,True,True,,True,False,True,False,,False,False,True,True,True
ChIJzYGZaYVZwokReGxLxgK2oNw,places/ChIJzYGZaYVZwokReGxLxgK2oNw,NOTHING REALLY MATTERS,"IN THE SUBWAY, 210 W 50th St, New York, NY 10019, USA","IN THE SUBWAY, 210 W 50th St, New York",10019,40.7614519,-73.98452309999999,4.5,330,PRICE_LEVEL_MODERATE,20,USD,30,USD,Bar,False,False,True,False,True,,,,True,True,,,False,False,,True,,,False,True,True,True,False,,False,,True,,False,False,,,
ChIJZ40GsldYwokRKFx6aY42B2U,places/ChIJZ40GsldYwokRKFx6aY42B2U,DIG,"856 8th Ave, New York, NY 10019, USA","856 8th Ave, New York",10019,40.76310410000001,-73.9852026,4.5,934,PRICE_LEVEL_INEXPENSIVE,10,USD,20,USD,American Restaurant,True,True,True,False,False,False,True,True,False,False,False,True,True,False,False,False,True,False,,False,,,False,True,False,True,False,,False,False,True,,True
