id,name,display_name,formatted_address,short_formatted_address,postal_code,latitude,longitude,rating,user_rating_count,price_level,price_range_start,price_range_start_currency,price_range_end,price_range_end_currency,primary_type,takeout,delivery,dine_in,curbside_pickup,reservable,serves_breakfast,serves_lunch,serves_dinner,serves_beer,serves_wine,serves_brunch,serves_vegetarian_food,outdoor_seating,live_music,menu_for_children,serves_cocktails,serves_dessert,serves_coffee,good_for_children,allows_dogs,restroom,good_for_groups,good_for_watching_sports,accepts_debit_cards,accepts_cash_only,accepts_nfc,free_parking_lot,free_street_parking,valet_parking,wheelchair_accessible_parking,wheelchair_accessible_entrance,wheelchair_accessible_restroom,wheelchair_accessible_seating
ChIJe9x8vIRbwokRnOPLER4rLnc,places/ChIJe9x8vIRbwokRnOPLER4rLnc,Noods n’ Chill,"170 S 3rd St, Brooklyn, NY 11211, USA","170 S 3rd St, Brooklyn",11211,40.7119456,-73.96119089999999,4.3,320,PRICE_LEVEL_INEXPENSIVE,10,USD,20,USD,Thai Restaurant,True,True,True,,True,,True,True,True,,,True,True,False,True,,True,True,,,True,,False,True,False,True,,,,False,True,True,True
ChIJe6L-B9VZwokRpvMcrFa0hM0,places/ChIJe6L-B9VZwokRpvMcrFa0hM0,Sushi On Me - Williamsburg,"742 Driggs Ave, Brooklyn, NY 11211, USA","742 Driggs Ave, Brooklyn",11211,40.7126236,-73.9608026,4.5,105,,100,USD,,,Sushi Restaurant,,,True,,True,,,True,True,True,,False,False,True,False,,True,False,False,False,True,,False,True,False,,,,,False,,True,
ChIJ3xcwmt9bwokR7iQQf2KKHuI,places/ChIJ3xcwmt9bwokR7iQQf2KKHuI,Weekends Cafe,"155 S 4th St, Brooklyn, NY 11211, USA","155 S 4th St, Brooklyn",11211,40.7116441,-73.961944,4.2,220,PRICE_LEVEL_MODERATE,10,USD,20,USD,Cafe,True,True,True,,,True,True,,False,False,True,True,True,False,False,False,True,True,True,,True,,False,True,False,True,,,False,False,,,
ChIJ0cIK86dbwokRlol5_9zSu1M,places/ChIJ0cIK86dbwokRlol5_9zSu1M,Made 21 Restaurant & Lounge,"231 S 4th St, Brooklyn, NY 11211, USA","231 S 4th St, Brooklyn",11211,40.710566899999996,-73.95884989999999,4.2,93,,,,,,Restaurant,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,True,False,True,,True,,,,,
ChIJdwwvwgJZwokRvT7Hy5ufEso,places/ChIJdwwvwgJZwokRvT7Hy5ufEso,Fan Fried Rice Bar,"740 Driggs Ave, Brooklyn, NY 11211, USA","740 Driggs Ave, Brooklyn",11211,40.7126801,-73.9607418,4.3,166,PRICE_LEVEL_MODERATE,20,USD,30,USD,Restaurant,True,True,True,,True,,False,True,True,True,,True,True,False,False,True,True,,False,,True,True,False,,False,,,,False,False,True,True,True
ChIJy_okXQBbwokRPVFuumqe0bo,places/ChIJy_okXQBbwokRPVFuumqe0bo,Chicken Koop,"188 Havemeyer St, Brooklyn, NY 11211, USA","188 Havemeyer St, Brooklyn",11211,40.710536999999995,-73.9583689,5,60,PRICE_LEVEL_MODERATE,10,USD,20,USD,Restaurant,True,True,True,True,,,True,True,False,False,,,,False,,False,,,True,,,,False,,False,,,,False,,True,,
ChIJz2egEwBbwokR8cU0CxZx1lA,places/ChIJz2egEwBbwokR8cU0CxZx1lA,Giando's,"353 Bedford Ave, Brooklyn, NY 11211, USA","353 Bedford Ave, Brooklyn",11211,40.711643599999995,-73.9628109,,,,,,,,Italian Restaurant,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJTVPNkiRZwokRNeH7-uZGlxw,places/ChIJTVPNkiRZwokRNeH7-uZGlxw,Soledad,"1825 2nd Ave, New York, NY 10128, USA","1825 2nd Ave, New York",10128,40.783359499999996,-73.947991,4.7,109,PRICE_LEVEL_MODERATE,50,USD,100,USD,Mexican Restaurant,True,True,True,True,True,,True,True,True,True,True,,,False,False,True,True,True,,,True,True,False,,False,,,,,False,True,,True
ChIJLT2PUr9ZwokRzZoyyPsDklA,places/ChIJLT2PUr9ZwokRzZoyyPsDklA,Five Iron Golf,"1681 3rd Ave, New York, NY 10128, USA","1681 3rd Ave, New York",10128,40.783942499999995,-73.9499197,4.9,205,,,,,,Golf Course,,,,,,,,,,,,,,,,,,,True,,True,,,,,,,,,,True,True,
ChIJlwjJzyZZwokRG7ZHbpbpy34,places/ChIJlwjJzyZZwokRG7ZHbpbpy34,Madame Bonté Café,"1834 2nd Ave, New York, NY 10128, USA","1834 2nd Ave, New York",10128,40.783313299999996,-73.94749039999999,4.4,301,PRICE_LEVEL_MODERATE,1,USD,10,USD,Cafe,True,True,True,,,True,True,True,,,True,True,True,False,False,,True,True,,,True,,False,True,False,True,,True,False,False,True,True,
ChIJBY4em6VYwokRtXURr3IcW-8,places/ChIJBY4em6VYwokRtXURr3IcW-8,Starbucks,"245 E 93rd St, New York, NY 10128, USA","245 E 93rd St, New York",10128,40.7828236,-73.9486349,4,334,PRICE_LEVEL_MODERATE,1,USD,10,USD,Coffee Shop,True,True,True,,False,True,True,False,False,False,False,True,False,False,False,False,True,True,True,,True,,False,True,False,True,,,False,False,True,True,True
ChIJ99mKyKVYwokRXCOtFC7x9uw,places/ChIJ99mKyKVYwokRXCOtFC7x9uw,The District,"1679 3rd Ave #2522, New York, NY 10128, USA","1679 3rd Ave #2522, New York",10128,40.783913299999995,-73.9500212,4.1,498,PRICE_LEVEL_MODERATE,20,USD,30,USD,Bar,True,True,True,False,True,,True,True,True,True,True,True,True,False,False,True,True,True,False,False,True,True,True,True,False,True,,,False,False,True,True,
ChIJjVdbXK9YwokRtaK2GfOV0wg,places/ChIJjVdbXK9YwokRtaK2GfOV0wg,Merrion Square Pub,"1840 2nd Ave, New York, NY 10128, USA","1840 2nd Ave, New York",10128,40.783605,-73.947349,4.1,429,PRICE_LEVEL_MODERATE,20,USD,30,USD,Bar & Grill,True,True,True,False,False,,True,True,True,True,,False,,False,False,True,True,True,False,False,True,True,True,True,False,,,,False,False,True,True,True
ChIJPwPWh6VYwokRb4sccEaBC2w,places/ChIJPwPWh6VYwokRb4sccEaBC2w,Nick's Pizza,"1814 2nd Ave, New York, NY 10128, USA","1814 2nd Ave, New York",10128,40.782716199999996,-73.9478073,4.3,567,PRICE_LEVEL_MODERATE,20,USD,30,USD,Pizza Restaurant,True,True,True,True,True,,True,True,True,True,False,,True,False,,,True,True,True,,True,True,,True,False,True,,,False,False,True,True,True
ChIJ41_RQaVYwokRkwcRm2jdhwg,places/ChIJ41_RQaVYwokRkwcRm2jdhwg,Le Viêt Thai,"1750 2nd Ave, New York, NY 10128, USA","1750 2nd Ave, New York",10128,40.781107,-73.949001,4.4,161,PRICE_LEVEL_INEXPENSIVE,10,USD,20,USD,Vietnamese Restaurant,True,True,True,,,False,True,True,False,False,,True,False,False,False,False,True,True,True,False,,,False,,False,,,,False,False,,,
ChIJGXD13udZwokRbNLH7_hLPAE,places/ChIJGXD13udZwokRbNLH7_hLPAE,Bangrak - Thai Cuisine,"1750 2nd Ave, New York, NY 10128, USA","1750 2nd Ave, New York",10128,40.781150499999995,-73.9491365,4.6,114,PRICE_LEVEL_MODERATE,10,USD,20,USD,Thai Restaurant,True,True,True,,True,,True,True,,,,True,False,False,False,,True,,,,True,,False,True,False,True,,,,False,,,
ChIJmxbBbqVYwokR0dBUCOG4dQ4,places/ChIJmxbBbqVYwokR0dBUCOG4dQ4,Delizia 92,"1762 2nd Ave, New York, NY 10128, USA","1762 2nd Ave, New York",10128,40.781451800000006,-73.9486798,4.4,723,PRICE_LEVEL_MODERATE,30,USD,50,USD,Pizza Restaurant,True,True,True,True,True,False,True,True,True,True,True,True,,True,True,False,True,True,True,False,True,True,,True,False,True,,,False,,True,True,True
ChIJAW4Ub6VYwokRsUbtg17_8P8,places/ChIJAW4Ub6VYwokRsUbtg17_8P8,Reif's Bar,"302 E 92nd St, New York, NY 10128, USA","302 E 92nd St, New York",10128,40.781372399999995,-73.9486257,4.5,163,PRICE_LEVEL_INEXPENSIVE,10,USD,20,USD,Bar,,,True,False,False,,,,True,True,,,True,False,,True,,,False,,True,True,True,True,False,True,,,False,,True,,
ChIJp45kvsVZwokRluN5hv3TKlw,places/ChIJp45kvsVZwokRluN5hv3TKlw,Enzo Bruni La Pizza Gourmet - UES,"1827 2nd Ave, New York, NY 10128, USA","1827 2nd Ave, New York",10128,40.7834301,-73.94794499999999,4.5,370,PRICE_LEVEL_MODERATE,,,,,Italian Restaurant,True,True,True,True,True,,False,True,True,True,,True,True,True,False,True,True,True,True,True,True,True,False,True,False,True,,,False,False,True,True,True
ChIJPYixX69YwokRGmQdBefmuPw,places/ChIJPYixX69YwokRGmQdBefmuPw,go cups,"1838 2nd Ave, New York, NY 10128, USA","1838 2nd Ave, New York",10128,40.7834104,-73.9474642,4,91,PRICE_LEVEL_MODERATE,,,,,Dessert Shop,True,True,True,,,,,,,,,,,,,,,True,,,,,,True,False,True,,,,False,True,,
ChIJO_iVjqVYwokRo6gL2oABkeQ,places/ChIJO_iVjqVYwokRo6gL2oABkeQ,A-Jiao,"1817 2nd Ave, New York, NY 10128, USA","1817 2nd Ave, New York",10128,40.783113799999995,-73.9481521,4.3,199,PRICE_LEVEL_MODERATE,10,USD,20,USD,Chinese Restaurant,True,True,True,,True,False,True,True,True,,,True,False,False,False,,,False,True,False,True,True,False,True,False,True,,,False,False,True,,True
ChIJb3AN_a9YwokRXj07fUxQiSA,places/ChIJb3AN_a9YwokRXj07fUxQiSA,Pinocchio Restaurant,"300 E 92nd St, New York, NY 10128, USA","300 E 92nd St, New York",10128,40.781451800000006,-73.9486798,4.5,119,PRICE_LEVEL_MODERATE,30,USD,50,USD,Italian Restaurant,True,True,True,False,False,False,True,True,False,False,False,True,False,True,,False,True,False,True,False,True,,,True,False,,,,,,,,True
ChIJIRRG8oRZwokRbzJ0phtuGFI,places/ChIJIRRG8oRZwokRbzJ0phtuGFI,Burp Bowl Cafe,"1812 2nd Ave, New York, NY 10128, USA","1812 2nd Ave, New York",10128,40.7826972,-73.94794499999999,4.7,49,PRICE_LEVEL_INEXPENSIVE,10,USD,20,USD,Chinese Restaurant,True,True,True,,,,True,True,,,,,,False,False,,,,True,,,,False,,,,,,False,False,,,
ChIJ34aX5gBcwokREbremOF3FIY,places/ChIJ34aX5gBcwokREbremOF3FIY,Momo Sushi Shack,"43 Bogart St, Brooklyn, NY 11206, USA","43 Bogart St, Brooklyn",11206,40.7051637,-73.9334077,4.4,460,PRICE_LEVEL_MODERATE,20,USD,30,USD,Sushi Restaurant,True,True,True,,,False,True,True,True,True,,True,,False,False,True,True,,,,True,True,False,True,False,True,,,False,False,,,
ChIJy8xMA9RdwokRNfpC3clJ5UA,places/ChIJy8xMA9RdwokRNfpC3clJ5UA,Social Cues Wynwood,"100 White St, Brooklyn, NY 11206, USA","100 White St, Brooklyn",11206,40.7065512,-73.93532359999999,4.7,31,,,,,,Event Venue,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,True,,
ChIJsae2-ABcwokRLBJfJhReMoo,places/ChIJsae2-ABcwokRLBJfJhReMoo,Taco Rapido,"72 Bogart St, Brooklyn, NY 11206, USA","72 Bogart St, Brooklyn",11206,40.705995099999996,-73.933374,4.6,110,,10,USD,20,USD,Restaurant,True,True,True,,False,,True,True,False,False,,,,False,,False,,False,True,,False,,,,False,,,,False,,True,,
ChIJceOtAQFcwokRrHHy2B-dqRQ,places/ChIJceOtAQFcwokRrHHy2B-dqRQ,Yasin Halal Food,"72 Bogart St, Brooklyn, NY 11206, USA","72 Bogart St, Brooklyn",11206,40.705995099999996,-73.933374,3.4,14,,,,,,Restaurant,True,True,True,,,,True,True,,,,,,False,,,,,True,,,,,,,,,,,,,,
ChIJ8TgxDhVdwokRhZENyP1gEqQ,places/ChIJ8TgxDhVdwokRhZENyP1gEqQ,WHIM ~ Sourdough Neapolitan Pizza,"17 Ingraham St, Brooklyn, NY 11206, USA","17 Ingraham St, Brooklyn",11206,40.7071043,-73.933086,4.9,118,PRICE_LEVEL_MODERATE,20,USD,30,USD,Pizza Restaurant,True,True,True,True,,,True,True,,,,,,False,,,,,True,,,,False,True,False,True,,,,,,,
ChIJ188_iMxZwokR1F1cQDYFTMg,places/ChIJ188_iMxZwokR1F1cQDYFTMg,Ainslie,"76 Ainslie St, Brooklyn, NY 11211, USA","76 Ainslie St, Brooklyn",11211,40.7124253,-73.95204249999999,4.3,1410,PRICE_LEVEL_MODERATE,30,USD,50,USD,Italian Restaurant,True,True,True,,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,,True,True,False,True,False,True,,True,False,,True,True,True
ChIJCRZAjFhZwokRv6cEvR8K8Ik,places/ChIJCRZAjFhZwokRv6cEvR8K8Ik,Barcade,"388 Union Ave, Brooklyn, NY 11211, USA","388 Union Ave, Brooklyn",11211,40.712072,-73.95106299999999,4.5,2248,PRICE_LEVEL_MODERATE,10,USD,20,USD,Bar,,False,True,False,False,,,,True,True,,,False,False,,True,,,False,False,True,True,False,True,False,,False,True,False,False,True,True,
ChIJnylHd-JbwokRBHxeWVKsup8,places/ChIJnylHd-JbwokRBHxeWVKsup8,Don Pancho Villa,"189 Borinquen Pl, Brooklyn, NY 11211, USA","189 Borinquen Pl, Brooklyn",11211,40.71094,-73.9529688,4.8,5192,PRICE_LEVEL_MODERATE,,,,,Mexican Restaurant,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,False,True,True,,,True,True,True,True
ChIJWaaZj1hZwokRalNHJEvg7cw,places/ChIJWaaZj1hZwokRalNHJEvg7cw,The West Brooklyn,"379 Union Ave, Brooklyn, NY 11211, USA","379 Union Ave, Brooklyn",11211,40.7118111,-73.9514389,4.4,526,PRICE_LEVEL_INEXPENSIVE,10,USD,20,USD,Bar,True,,True,False,False,,,,True,True,,,True,,,True,,,False,True,True,True,False,,False,True,False,,False,False,True,True,
ChIJVQhDBhxbwokRLwobz9lb_qk,places/ChIJVQhDBhxbwokRLwobz9lb_qk,Ensenada,"168 Borinquen Pl, Brooklyn, NY 11211, USA","168 Borinquen Pl, Brooklyn",11211,40.7104806,-73.9540968,4.7,279,,50,USD,100,USD,Mexican Restaurant,True,,True,False,True,,True,True,True,True,True,True,True,,False,True,True,True,,,True,True,,True,False,True,,,,False,True,True,True
ChIJz0Zr7uFbwokRUEaBTtosr24,places/ChIJz0Zr7uFbwokRUEaBTtosr24,Wei’s - Williamsburg,"145 Borinquen Pl, Brooklyn, NY 11211, USA","145 Borinquen Pl, Brooklyn",11211,40.7108557,-73.9540336,4.4,499,PRICE_LEVEL_MODERATE,20,USD,30,USD,Chinese Restaurant,True,True,True,True,False,False,True,True,True,True,,True,,False,False,True,True,False,True,False,True,True,False,True,False,True,,,False,,True,True,True
ChIJmU4y-OFbwokRuuTUu-zsedc,places/ChIJmU4y-OFbwokRuuTUu-zsedc,Lighthouse BK,"145 Borinquen Pl, Brooklyn, NY 11211, USA","145 Borinquen Pl, Brooklyn",11211,40.7108511,-73.9536962,4.4,759,PRICE_LEVEL_MODERATE,30,USD,50,USD,Mediterranean Restaurant,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,,,True,True,False,True,False,True,,True,,False,True,True,True
ChIJx7Eof-JbwokRHaM8VNSl4zs,places/ChIJx7Eof-JbwokRHaM8VNSl4zs,New Apolo,"508 Grand St, Brooklyn, NY 11211, USA","508 Grand St, Brooklyn",11211,40.710802799999996,-73.9507807,4.3,1102,PRICE_LEVEL_MODERATE,,,,,Chinese Restaurant,True,True,True,,False,False,True,True,True,True,False,False,False,False,False,True,True,True,True,False,True,True,False,True,False,True,,True,False,False,True,True,True
ChIJIwwXp1NZwokR-cFFyDry134,places/ChIJIwwXp1NZwokR-cFFyDry134,Carneval,"507 Grand St, Brooklyn, NY 11211, USA","507 Grand St, Brooklyn",11211,40.7111946,-73.9507933,4.7,926,PRICE_LEVEL_MODERATE,,,,,Restaurant,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,False,True,,,,,True,True,True
ChIJ9Xd4geJbwokR6VPdAKJXzyE,places/ChIJ9Xd4geJbwokR6VPdAKJXzyE,The Whiskey on Grand,"524 Grand St #3503, Brooklyn, NY 11211, USA","524 Grand St #3503, Brooklyn",11211,40.710913399999995,-73.95037649999999,4.4,345,PRICE_LEVEL_MODERATE,20,USD,30,USD,Bar,True,True,True,,True,,,,True,True,,True,False,False,,True,,,False,False,True,True,True,True,False,True,,,False,False,True,,
ChIJ_dLR-YtZwokRphksDoBlwI0,places/ChIJ_dLR-YtZwokRphksDoBlwI0,Limosneros,"366 Union Ave, Brooklyn, NY 11211, USA","366 Union Ave, Brooklyn",11211,40.711400999999995,-73.9510229,4.4,216,PRICE_LEVEL_MODERATE,,,,,Mexican Restaurant,True,True,True,False,True,,True,True,True,True,True,True,True,,,True,True,,False,False,True,True,,True,False,False,,,,False,,,True
ChIJ1WbVf1hZwokRv7FQ6t4Tl_0,places/ChIJ1WbVf1hZwokRv7FQ6t4Tl_0,Redd’s Tavern,"511 Grand St, Brooklyn, NY 11211, USA","511 Grand St, Brooklyn",11211,40.711120199999996,-73.9506856,4.5,181,PRICE_LEVEL_INEXPENSIVE,20,USD,30,USD,Bar,False,False,True,False,False,,,,True,True,,,True,False,,True,,,False,,True,True,True,,False,,,,False,,True,True,
ChIJoW9OIq9ZwokRMdcIbUMw26w,places/ChIJoW9OIq9ZwokRMdcIbUMw26w,The Clonard,"506 Grand St, Brooklyn, NY 11211, USA","506 Grand St, Brooklyn",11211,40.7108148,-73.9508098,4.9,160,PRICE_LEVEL_MODERATE,20,USD,30,USD,Pub,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,,True,True,True,True,False,,,,,False,True,True,True
ChIJw_LbfuJbwokRcUy9H7Zcte4,places/ChIJw_LbfuJbwokRcUy9H7Zcte4,Mcondo Los Tacos,"502 Grand St, Brooklyn, NY 11211, USA","502 Grand St, Brooklyn",11211,40.7108084,-73.9508914,4.4,742,PRICE_LEVEL_INEXPENSIVE,20,USD,30,USD,Mexican Restaurant,True,True,True,,True,True,True,True,True,True,True,True,True,False,False,True,True,,False,,,True,,,True,,False,,False,False,True,,True
ChIJTUle9uFbwokR-CYYVl-6LMk,places/ChIJTUle9uFbwokR-CYYVl-6LMk,El Gran Canario 🇩🇴,"174 Borinquen Pl, Brooklyn, NY 11211, USA","174 Borinquen Pl, Brooklyn",11211,40.7105556,-73.9538889,4.3,697,PRICE_LEVEL_INEXPENSIVE,10,USD,20,USD,Restaurant,True,True,True,,False,True,True,True,False,False,True,False,False,False,True,False,True,True,True,False,True,True,False,True,False,True,,True,False,,True,True,True
ChIJ1XEyd-JbwokRlNg3T2tcZ_E,places/ChIJ1XEyd-JbwokRlNg3T2tcZ_E,Abba Bar & Grill,"492 Grand St, Brooklyn, NY 11211, USA","492 Grand St, Brooklyn",11211,40.710799,-73.95154699999999,4,311,PRICE_LEVEL_INEXPENSIVE,20,USD,30,USD,Bar & Grill,True,True,True,,True,,True,True,True,True,True,,,True,,True,True,,False,False,True,True,True,True,False,True,,,,False,,,True
ChIJIY0jflhZwokR0gpjZaqA1vo,places/ChIJIY0jflhZwokR0gpjZaqA1vo,Izakaya Ryujin,"513 Grand St, Brooklyn, NY 11211, USA","513 Grand St, Brooklyn",11211,40.7111707,-73.9506167,4.2,447,PRICE_LEVEL_MODERATE,20,USD,30,USD,Japanese Restaurant,True,True,True,,True,False,True,True,True,,,True,False,False,False,True,True,False,True,False,True,True,False,True,False,True,,,False,False,,,True
ChIJkZamBgtZwokRCz5fqXxvdMs,places/ChIJkZamBgtZwokRCz5fqXxvdMs,McDonald's,"336 E 23rd St, New York, NY 10010, USA","336 E 23rd St, New York",10010,40.736945,-73.979165,3.6,1142,PRICE_LEVEL_INEXPENSIVE,1,USD,10,USD,Fast Food Restaurant,True,True,True,,,True,True,True,,,,,False,,True,,True,True,,False,True,True,,True,False,True,,,,,True,True,True
ChIJa-g8CyBZwokRwog-kHvwBvk,places/ChIJa-g8CyBZwokRwog-kHvwBvk,Bonchon New York - 1st Ave,"367 1st Ave., New York, NY 10010, USA","367 1st Ave., New York",10010,40.7360336,-73.97958870000001,4.8,631,PRICE_LEVEL_MODERATE,10,USD,20,USD,Asian Restaurant,True,True,True,,,False,True,True,True,,,True,,False,False,,,False,True,,True,,False,True,False,True,,,False,False,True,True,
ChIJb-ahbQtZwokR7joATKLDAqU,places/ChIJb-ahbQtZwokR7joATKLDAqU,Starbucks,"400 E 23rd St, New York, NY 10010, USA","Peter Cooper Village, 400 E 23rd St, New York",10010,40.7364631,-73.97834399999999,4.1,529,PRICE_LEVEL_MODERATE,10,USD,20,USD,Coffee Shop,True,True,True,,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,,True,True,False,True,False,True,,,False,False,True,True,True
ChIJo6oBGAtZwokRflV3N-9BSnQ,places/ChIJo6oBGAtZwokRflV3N-9BSnQ,Frank's Trattoria,"371 1st Ave., New York, NY 10010, USA","371 1st Ave., New York",10010,40.7361194,-73.979458,4.2,345,PRICE_LEVEL_INEXPENSIVE,,,,,Italian Restaurant,True,True,True,,True,False,True,True,True,True,,True,False,False,False,,True,True,True,False,True,True,False,,False,,,,False,False,True,,True
ChIJp3lRW71ZwokRnBT9MzVK4Dk,places/ChIJp3lRW71ZwokRnBT9MzVK4Dk,Dunkin',"361 1st Ave., New York, NY 10010, USA","361 1st Ave., New York",10010,40.7357964,-73.97959689999999,3.7,71,PRICE_LEVEL_INEXPENSIVE,1,USD,10,USD,Coffee Shop,True,True,True,True,False,True,True,True,False,False,True,True,False,False,False,False,True,True,True,,,,False,True,False,True,,,,,True,,
ChIJ05KuGu1ZwokR62i1cyBPwKo,places/ChIJ05KuGu1ZwokR62i1cyBPwKo,Heavenly Market Cafe,"384 2nd Ave, New York, NY 10010, USA","384 2nd Ave, New York",10010,40.737260000000006,-73.981084,4.5,116,PRICE_LEVEL_INEXPENSIVE,10,USD,20,USD,Restaurant,True,True,True,True,,True,True,,,,,,,False,,,True,True,True,,,,,True,False,True,,,False,False,True,,
ChIJF5_bVwBZwokRGtrE4DJSTWI,places/ChIJF5_bVwBZwokRGtrE4DJSTWI,Breakfast,"332 E 23rd St, New York, NY 10010, USA","332 E 23rd St, New York",10010,40.7371426,-73.9795347,,,,,,,,Brunch Restaurant,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJ3atceQJZwokRRYe9GkWWj7A,places/ChIJ3atceQJZwokRRYe9GkWWj7A,Bistro Caterers,"333 E 23rd St, New York, NY 10010, USA","333 E 23rd St, New York",10010,40.737483,-73.979214,,,PRICE_LEVEL_INEXPENSIVE,,,,,Restaurant,,,True,,False,False,False,False,,,False,,,False,False,,True,,,,,,,False,,,,,,,True,,
ChIJi9qsWIBZwokRdjnKfAUAzZg,places/ChIJi9qsWIBZwokRdjnKfAUAzZg,Chef Samir Truck,"Manhattan, New York, NY 11111, USA",New York,11111,40.783060299999995,-73.9712488,4.9,12,,10,USD,20,USD,Food Court,True,,True,,,,True,True,,,,True,,False,,,,,True,,,,,,,,,,,,True,,
ChIJr7iWFhdZwokRLnTOp2mm7TY,places/ChIJr7iWFhdZwokRLnTOp2mm7TY,Humbled Meals Lunch,"useum of Natural History NYC | NY Natural History Museum, 210 Central Park W, New York, NY 10024, USA","useum of Natural History NYC | NY Natural History Museum, 210 Central Park W, New York",10024,40.7835578,-73.9710025,3.4,11,,,,,,Restaurant,True,True,True,True,False,True,True,True,,,,True,True,False,True,,True,True,True,,True,,False,True,False,True,,,,True,True,True,True
ChIJ87F7_W5ZwokRrQn4aT6gRs0,places/ChIJ87F7_W5ZwokRrQn4aT6gRs0,Cafeteria,"Manhattan, NY 10024, USA",Manhattan,10024,40.783060299999995,-73.9712488,,,,,,,,American Restaurant,True,,True,,,,True,True,,,,,,,,,,True,,,,,,,,,,,,,,,
ChIJ8ZS2tQ1ZwokRaLwnFuPSNH0,places/ChIJ8ZS2tQ1ZwokRaLwnFuPSNH0,Little Tiffin,"970 Manhattan Ave, Brooklyn, NY 11222, USA","970 Manhattan Ave, Brooklyn",11222,40.732257499999996,-73.9543803,4.7,355,PRICE_LEVEL_MODERATE,20,USD,30,USD,Thai Restaurant,True,True,True,,True,,True,True,True,True,,True,False,False,False,True,True,True,True,,True,,False,True,False,,,,,False,True,,True
ChIJTUmBz7JZwokRghbYmUvFBVQ,places/ChIJTUmBz7JZwokRghbYmUvFBVQ,Sama Street,"988 Manhattan Ave, Brooklyn, NY 11222, USA","988 Manhattan Ave, Brooklyn",11222,40.732898899999995,-73.95452279999999,4.8,339,,30,USD,50,USD,Bar,True,True,True,True,True,,,,True,True,,,False,False,,True,,,False,,True,True,False,True,False,True,,,,False,True,True,True
ChIJq5JiVwlZwokRZI1Yf_Zi_zg,places/ChIJq5JiVwlZwokRZI1Yf_Zi_zg,Chiko,"954 Manhattan Ave, Brooklyn, NY 11222, USA","954 Manhattan Ave, Brooklyn",11222,40.731897,-73.95428849999999,4.8,208,,10,USD,20,USD,Chinese Restaurant,True,True,True,True,False,,True,True,,,,True,False,False,False,,False,False,,False,True,,False,True,False,True,,,,False,,,
ChIJIU-MPz9ZwokRg6rKCafrQwU,places/ChIJIU-MPz9ZwokRg6rKCafrQwU,KanaHashi,"981 Manhattan Ave, Brooklyn, NY 11222, USA","981 Manhattan Ave, Brooklyn",11222,40.732625899999995,-73.95488859999999,4.5,305,,20,USD,30,USD,Sushi Restaurant,True,True,True,,True,,True,True,True,True,,True,False,False,False,True,True,False,True,True,True,,True,True,False,True,,,,,True,True,True
ChIJgb9qPT9ZwokRTBsFKYEkd40,places/ChIJgb9qPT9ZwokRTBsFKYEkd40,Esme,"999 Manhattan Ave, Brooklyn, NY 11222, USA","999 Manhattan Ave, Brooklyn",11222,40.733213899999996,-73.9549806,4.5,634,PRICE_LEVEL_MODERATE,30,USD,50,USD,American Restaurant,True,True,True,,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,,True,,,True,False,True,,,,,True,,True
ChIJef1ErfhZwokR4BgsYcOE6KY,places/ChIJef1ErfhZwokR4BgsYcOE6KY,El Manjar Dominicano,"141 India St, Brooklyn, NY 11222, USA","141 India St, Brooklyn",11222,40.7324571,-73.95431219999999,4.6,147,,10,USD,20,USD,Restaurant,True,True,True,True,,True,True,True,,,,,True,False,,,True,True,True,False,True,,,True,False,True,,,,False,,,
ChIJsYstVz9ZwokRjBka9bGS9Hw,places/ChIJsYstVz9ZwokRjBka9bGS9Hw,Friducha,"946 Manhattan Ave, Brooklyn, NY 11222, USA","946 Manhattan Ave, Brooklyn",11222,40.731539,-73.95421240000002,4.3,466,PRICE_LEVEL_MODERATE,10,USD,20,USD,Mexican Restaurant,True,True,True,True,True,,True,True,True,True,True,True,True,False,,True,True,True,True,,True,True,,True,False,True,,,,,True,True,True
ChIJ54zLWD9ZwokRLdNZWiRRqaE,places/ChIJ54zLWD9ZwokRLdNZWiRRqaE,Pelicana Chicken,"941 Manhattan Ave, Brooklyn, NY 11222, USA","941 Manhattan Ave, Brooklyn",11222,40.7314082,-73.9547015,4.4,283,PRICE_LEVEL_MODERATE,20,USD,30,USD,Restaurant,True,True,True,,True,,True,True,True,,,True,True,False,,True,True,False,True,False,True,True,True,True,False,True,,,False,False,,,True
